start	end	text
2120800	2122440	when you're becoming a software developer,
2122440	2123560	and I hope by the end of this course,
2123560	2125040	you'll actually become a software developer
2125040	2128240	if you're not already, that would be really amazing.
2129200	2133600	But the notion of a compile time
2134240	2136240	and runtime is very important to understand.
2136240	2140640	And developers like to make a distinction
2140640	2143480	between whether something has happened during compile time
2143480	2145040	or something has happened during runtime.
2145040	2150000	And compile time is, or before I explain compile time,
2150000	2151360	maybe I should explain compile.
2151360	2153480	Compile is where you take the program
2153480	2157560	that you're writing here, and you tell the computer
2157560	2161320	that I want you to package this up
2161320	2166160	so that I can run it later on X and Y machine.
2166160	2170000	So that process of packaging things up, simply said,
2170000	2173880	is in very simple terms, is called compiling
2173880	2175360	or a compilation, okay?
2175360	2180360	So from where you start writing your program with a hand
2180400	2182600	with your fingers until where you package it,
2182600	2185720	you're pretty much just compiling it, okay?
2185720	2189240	But when you run it, like we're running it at the moment
2189240	2194240	on iOS simulator, that session from where you start
2195840	2198680	outputting your program into this device
2198680	2202440	and for it to run your program from that moment on,
2202440	2207440	then the distinction separates into runtime.
2207440	2210640	So you have then compile time and runtime,
2210640	2213280	and a constant is a value that is the same
2213280	2215320	during compile time and runtime.
2215320	2216960	So its value doesn't change.
2216960	2220280	So the value of 10 is 10 while you're writing your program
2220280	2224920	and also stays the value of 10 while the program is running.
2226160	2231160	So that is a very simple explanation of a constant.
2232280	2237280	So now let's put constants and data types in practice.
2240000	2243320	Now, in this project that was created for you
2243360	2248360	by Flutter Create, in this line of code,
2248640	2250760	as you can see, it says void main.
2250760	2252400	We're not gonna talk about exactly what that is,
2252400	2254520	but just press Enter at the end of it
2254520	2257520	and just write final,
2261160	2262760	and I'm gonna tell you what final is.
2262760	2267760	So, and just saying name is equal to foo, okay?
2268600	2272400	This is, there's lots going on in here
2272400	2276400	and I'm gonna tell you what is actually happening here.
2278360	2281080	But before we actually go through all these details,
2281080	2284840	let's add something here called a constant.
2284840	2289840	So I'm just gonna say const age is 27, or yeah, 27.
2290160	2292560	As you can see, this is how you write code in Dart.
2292560	2295560	You start by a keyword, usually,
2295560	2297000	or a variable name or something
2297000	2298760	as we're gonna talk about it.
2298760	2300960	But const is a keyword, okay?
2301960	2306280	And it tells Dart that what is following here is a name.
2306280	2309160	Right after const, I'm gonna write some name.
2309160	2312680	And in that name, then I'm gonna basically say,
2312680	2316680	okay, I'm adding the value of 27 to this age.
2318160	2321840	I'm sorry about this, my dog also barking a little bit.
2321840	2325520	So what is happening here is that you're telling Dart
2325520	2330520	that I'm putting the value of 27 into a constant called age.
2331760	2333600	And you can refer to this age later.
2333600	2338600	For instance, you can say then const age twice the age.
2342280	2345480	You can say it's equal to age multiplied by two.
2345480	2349000	And this is also a constant because at compile time,
2349000	2350880	where Dart is basically trying to understand
2350880	2353200	what you've written, it says, okay, you said 27,
2353200	2355680	and then you're saying 27 is a constant.
2355680	2357120	So its value is never gonna change.
2357120	2359840	And if you tell me 27 multiplied by two,
2359840	2363720	that also is a constant because both this side
2363720	2366680	and this side are compile time constants.
2368360	2371120	So that's what we mean by a constant.
2371120	2373920	It's a value that is specified during compile time
2373920	2375520	and it cannot change.
2375520	2380120	So also it's important to notice that you're learning Dart
2380120	2385120	and here is, sorry, I have to just tick some items
2385880	2387800	in my notes to make sure that I've explained
2387800	2388800	all of those to you.
2390600	2393960	You can see here that every line of code in Dart
2393960	2396080	needs to end with a semicolon.
2396080	2397800	And that tells Dart that, yeah,
2397800	2399760	you're starting a new line of code.
2399760	2402400	Of course you can put two lines of code like this,
2402400	2404640	but if you just press save,
2404640	2407000	there is a program automatically running in the background
2407000	2410240	which is called Dart FMT, which is the Dart formatter,
2410240	2412360	which is gonna format your code and pre-ify it.
2412360	2415360	So if I put a lot of spaces in here and just press save,
2416200	2419400	you can see upon doing command S on Mac
2419400	2421600	or control S on Linux and Windows,
2421600	2424200	upon saving Dart formatter is gonna kick in
2424200	2425760	and format the code for you.
2425760	2428240	So just a little hint.
2431080	2433480	Okay, those are constants.
2433480	2435280	So we've talked about that.
2435280	2437440	Now let's talk about variables a little bit.
2438640	2443640	A variable is usually anything that contains
2445400	2448640	a value that is not a constant.
2448640	2451400	I mean, I think that's the simplest way
2451400	2453560	of explaining what a variable is.
2453560	2456960	A variable as a name indicates, it can vary.
2456960	2459720	And that means that the data that it holds,
2459720	2462000	it doesn't need to be constantly the same.
2462000	2464720	It means that from where you start the program,
2464720	2467800	you may actually assign a value to this variable
2467800	2469960	and you may also change that variable
2469960	2471960	depending on what type of variable it is.
2472960	2477960	So there's also this notion of a final variable in Dart,
2482560	2483600	which we'll talk about soon.
2483600	2486360	So before we do that, let's go through this main function
2486360	2491360	here and you could just say var name is foo.
2493560	2497600	And here, what I've done is that I've created a variable
2497600	2502600	indicated by the var keyword whose value is foo,
2503640	2505600	or let's just say Alex,
2507560	2509400	and set my column to end the line.
2509400	2511360	Now, if I wanna change this value,
2511360	2516360	all I could say here is to say name is equal to Anthony,
2516560	2517400	or whatever.
2518800	2523320	Now, this is basically us assigning a new value
2523320	2525240	to this variable, saying Anthony.
2527600	2532600	As I said, there is also the notion in Dart
2533520	2536360	for a keyword called final.
2536360	2539720	So you could just say final name equal to Alex.
2539720	2541600	And it's a little bit strange
2541600	2544640	because final is also a variable
2544640	2546800	whose value cannot be changed.
2546800	2551680	So you may be like, okay, what kind of a variable is that?
2551680	2553760	How is that not a constant?
2553760	2555320	Now, there's a little limitation
2555320	2560240	because you may try to like say const name Alex.
2561240	2565240	But this, as you will see later in the course,
2568160	2570360	final gives you the flexibility
2570360	2574120	to assign a value to your variable
2574120	2578160	a little bit later maybe in the process of creating it,
2578160	2580600	but it still indicates to Dart
2580600	2584320	that the value of this variable is not gonna change
2584320	2586760	after it has been assigned to.
2586760	2588440	It's a little bit, yeah,
2588440	2591480	it's just a little bit confusing maybe at the moment.
2591480	2596080	So let's just say a variable is like a constant,
2596080	2598120	but its value can be changed.
2598120	2599720	Let's just leave it at that, okay?
2599720	2602240	So that's it.
2605120	2610120	Okay, now that we talked a little bit about variables,
2610320	2611520	let's talk about functions.
2611520	2615800	So I didn't specify exactly what this is
2615800	2618920	just because we hadn't really come to functions,
2618920	2623120	but a function is a body of code,
2623120	2625960	is a grouping of a series of lines of code,
2625960	2629520	one to N number, N lines of codes
2629520	2634520	that is logically grouped.
2635120	2638160	And it has a few properties.
2638160	2641840	One is its return value here indicated by void.
2643120	2646480	The other part of its information is its name
2647360	2651040	followed by a pair of parenthesis,
2651040	2653320	an open parenthesis and a closed parenthesis
2654200	2656200	in which you will write something
2656200	2660440	called the function arguments or parameters.
2662720	2667720	It's pretty much just like imagine like a box
2668040	2669720	where you input things in it.
2669720	2673200	It does some processing and then it outputs that stuff,
2673200	2675200	whatever it wants to output.
2675200	2678400	So what we could do here is to create
2678400	2681520	a very simple function for ourselves.
2683240	2686840	As you saw before, or as I mentioned before,
2687760	2690360	what you write for a function in the beginning
2690360	2691560	is this data type.
2691560	2694120	I mean, what data comes out of this function.
2695000	2700000	And here, let's say we wanna add someone's first name
2701480	2704080	and their last name with a space between it.
2704080	2708560	So if I say foo as the first name and bar as the last name,
2708560	2711080	then the full name should be foo bar
2712120	2713840	and with a space in between.
2713840	2718640	So as I said, then you need to specify the data type first,
2718640	2719760	what you're gonna return.
2719760	2721920	And if you looked at the documentation
2721920	2722840	that I provided earlier,
2722840	2725360	there's a data type called string,
2725360	2727440	which is a series of characters.
2727440	2730040	Basically it can be a name, a family name,
2730040	2732760	the dress of your house or whatever.
2732760	2734320	And that data type is string.
2734320	2736960	Okay, so we say we're outputting string.
2736960	2740760	And then you say, okay, what should this function be called?
2740760	2742200	There's a convention in Dart
2742200	2746160	that your functions should follow camel case
2747680	2748920	naming convention, basically.
2748920	2752480	Camel cases, if you, for instance, say in English,
2752480	2754720	my function should be called get full name.
2755600	2756440	That's my function name,
2756440	2759840	but you cannot have spaces in your function names in Dart
2759840	2762600	or pretty much every program language that I know about.
2763520	2766040	Then remove all the spaces.
2766040	2769000	And then except for the first word,
2769000	2774000	change all the other words first letter to uppercase.
2774200	2776080	So it was like this before,
2776080	2779080	you could actually change them to uppercase first
2779080	2781120	and then remove the spacing.
2781120	2784360	So this is how you should write your function names.
2784360	2786760	This is called camel case.
2786760	2788080	Get full name, okay.
2788080	2790840	And we said that we also have to open parenthesis.
2792320	2797320	Now, let's just say then here,
2797960	2801920	we need to specify some kind of function.
2801920	2804400	We need to specify somehow
2804400	2807520	that we're gonna accept the first name and the last name.
2807520	2812320	Well, what kind of a data type does a first name have?
2812320	2814280	Well, it's kind of like a string.
2814280	2815120	It's a name.
2815120	2816320	It's a series of characters.
2816320	2818720	So let's just type string here.
2818720	2820560	And then we wanna take a first name
2820560	2822080	and we know about camel case now.
2822080	2826040	So let's just say first name is uppercase
2826040	2827840	and remove the spacing.
2827840	2830160	So first name.
2830160	2831800	Hey, that's the parameter.
2832680	2833520	And then you wanna go to the next parameter.
2833520	2834360	So just say comma.
2836720	2839840	And then you wanna say string last name.
2841080	2843360	You take the first name and the last name.
2843360	2845880	Now, we also said that after the parenthesis,
2845880	2847320	after you have accepted your parameters,
2847320	2850760	you wanna go and create like your curly brackets here.
2850760	2853480	I don't know actually if I mentioned that before,
2853480	2858480	but every function is either its body or its logic.
2858560	2863560	It's either followed by equal graded unsigned,
2865000	2866600	which we're gonna talk about later
2866600	2870200	or is by curly brackets.
2870200	2872160	So we're just gonna use curly brackets.
2873480	2876000	Now, what you wanna do here,
2876000	2877240	you wanna take the first name
2877240	2879480	and add a space to the first name
2879480	2881080	and then follow that by the last name.
2881080	2883760	So you need to tell Dart
2883760	2885600	that that is the data you wanna return.
2885600	2890600	And thankfully, there is a keyword called return
2891880	2892720	that tells Dart
2892720	2894440	that you wanna return some value from a function.
2894440	2896640	So then what you're gonna do,
2896640	2899240	you're gonna say, I wanna return what?
2899240	2903760	The first name and I wanna add a space.
2903760	2908760	Single quotes, the space, us, last name, right?
2908800	2912840	So, I mean, this is a very simple implementation
2912840	2913680	of get full name.
2913680	2918120	So, however, there's actually a better way
2918120	2919480	of doing this in Dart
2919480	2921360	and I'll explain it to you right now.
2921360	2924040	And that is by formatting your strings.
2924040	2929040	So let's say that you want to basically tell Dart
2930560	2933560	kind of like how your result looks like
2933560	2936000	and you wanna ask Dart to insert the first name
2936040	2938760	and last name into that result for you.
2939800	2941360	And that's how you'll do it like this.
2941360	2943760	You say, okay, I wanna return a string.
2943760	2946480	You know, we could buy the single quotation marks here.
2946480	2948040	And you can also do a string in Dart
2948040	2949120	with double quotation marks,
2949120	2951440	but I'm gonna explain that a little bit later.
2952920	2956480	So let's say that you want to return
2956480	2957720	the first name in here.
2957720	2959200	But if you say first name,
2961040	2963920	what's gonna happen here is that it's actually gonna return
2964400	2966800	what's gonna happen here is that it's actually gonna take
2966800	2970360	this first name as you've written in the string.
2970360	2972560	So when you get this return value,
2972560	2975040	it's actually gonna say first name,
2975040	2977440	not the value that you pass to this.
2977440	2981280	I know it may be a little bit difficult to understand
2981280	2983080	when I say the value that you pass to this.
2983080	2984240	What does it even mean?
2985240	2988520	So let's put this actually to test first, okay?
2988520	2992800	Go now into this build function,
2992800	2994640	as you can see here on line 16.
2994640	2996360	Now it may not be on line 16 for you,
2996360	2998200	but for me it is at the moment on line 16.
2998200	3002480	Just find this class my app stateless widget
3002480	3006640	and find this widget build stuff that's written there.
3006640	3009920	Create a new line here, okay?
3009920	3014920	And just say full name or sorry, say print.
3016560	3020040	As I'm writing it here, print.
3020040	3024360	And then just say, what do we call our function?
3024360	3025420	Get full name.
3026600	3028120	See here?
3028120	3029480	And it says, okay, what's the first name?
3029480	3034560	I'll say quotation marks foo and the last name is bar
3034560	3037360	and ended with a semicolon.
3037360	3039960	So, and ignore this call for now.
3039960	3042960	Sorry, this warning avoid print calls in production code.
3042960	3046200	So, okay.
3046200	3048880	So now we're calling that function.
3049800	3054800	It's, I mean, it's called calling, it's called invoking.
3054800	3055840	It may have other names,
3055840	3058360	but usually programmers call this calling,
3058360	3059960	call the function.
3059960	3062040	And these are the parameters
3062040	3064960	that you're passing to this function, okay?
3064960	3069960	So, I mean, there are two words used for
3071240	3074280	in the programming world to explain these parameters,
3074280	3075520	like with name.
3075520	3078040	And that is called a parameter or an argument.
3078040	3080880	I mean, they're used interchangeably.
3080880	3084200	The meaning of them is kind of like getting convoluted
3084200	3086520	to the point that no one knows which one is which,
3086520	3088960	but you could just use parameter or argument
3088960	3090440	and everybody would understand what you're saying.
3090440	3092240	So, but there's a little bit of a difference,
3092240	3094480	which I'm not gonna go into the detail of,
3094480	3096800	but if someone just says call this function
3096800	3098480	with parameters or arguments,
3098480	3100800	you know at least what you're doing, okay?
3100800	3101640	Foobar.
3102560	3104520	Now we're printing its value.
3104520	3107000	All you have to do in order to execute this code
3107000	3112000	is press command S and you will see the result outputted here.
3112320	3114760	Now, what we did here,
3118160	3123160	what we did here was a very key feature in Flutter
3123960	3126640	called hot reload.
3126640	3129280	As you saw, I didn't execute my code again.
3129280	3131600	I didn't press like the run button again.
3131600	3133200	I just said save.
3133200	3138200	Now, saving in Flutter triggers an action called hot reload.
3138240	3141680	Hot reload in Flutter, it's a whole topic of its own,
3142960	3145760	which I'm not gonna go so much into detail of,
3145760	3150600	but what hot reload does really is it looks for changes
3154040	3157120	in your code hierarchy without complicating it too much.
3157120	3161200	I'm just trying to phrase my sentence right
3161200	3166200	so that it's not too complicated for this chapter.
3166240	3168480	It looks for changes that you made to the code
3168480	3172840	and executes only those changes, okay?
3173880	3175920	And in the process of executing those changes,
3175920	3180320	it might execute everything else that is in its path.
3180320	3183400	And by doing a save,
3183400	3185800	this function gets called somehow magically,
3185800	3188760	which I'm not gonna go into right now,
3188760	3192200	which in turn then calls or invokes our function
3192200	3193320	called get full name,
3193320	3196680	and its value will then be passed
3196680	3200200	into another function called print, okay?
3201800	3203520	I hope that that makes sense.
3205240	3206280	And as you can see,
3206280	3208000	the result isn't really what we expected.
3208000	3209960	It just says first name.
3209960	3213800	And that is because here we said return first name.
3213800	3214640	And as you can see,
3214640	3217240	if you put first name like this inside your string,
3217280	3218800	it becomes its own string.
3218800	3221760	It has nothing to do with this anymore.
3221760	3224440	If you remove these quotation marks, however,
3225360	3228680	then it says, oh, first name is this parameter.
3228680	3230560	You see, it actually, it highlights it.
3230560	3233360	So then if I press Command S on Mac
3233360	3235400	or Control S on Linux on Windows,
3235400	3239160	you will see full being printed to the screen, okay?
3240040	3245040	You can also say last name here and it will say bar, right?
3245240	3248440	And also notice that when I'm changing these things,
3248440	3250880	it's not executing immediately automatically
3250880	3251920	on pressing Command S.
3251920	3253640	So just keep that in mind, please.
3257720	3260080	So that's for a function.
3260080	3264120	But before we move on explaining the basics of a function,
3264120	3269120	I wanna also explain a little bit about string formatting.
3271760	3273960	And that is we said that we're gonna put first name
3273960	3276080	and a last name because this is what we did
3276080	3278800	in the beginning, first name plus space plus last name.
3278800	3280720	And this wasn't so pretty because it's like
3280720	3283440	doing string concatenation in a very old fashioned manner.
3283440	3286600	In a very old fashioned manner, yeah.
3286600	3289320	I think I said it right the first time.
3289320	3294000	But what you wanna do here is to use
3294000	3296760	Dart's built-in formatting capabilities.
3296760	3298480	And you do that by first saying that, okay,
3298480	3300920	I wanna return some sort of a string.
3300920	3305560	And I wanna have first name, space, last name.
3305560	3309840	But as you saw this earlier, if I Command S or Control S,
3309840	3313800	it just returns those strings exactly as I've written them,
3313800	3315560	not the parameters.
3315560	3318720	What you can do is just to put a dollar before them.
3318720	3320480	And you can see their coloring now changes
3320480	3321840	depending on a theme that you're using
3321840	3324240	or depending on the text editor that you're using.
3324240	3326800	If you're using Android Studio,
3326800	3328600	it may not color it the same way.
3328600	3330040	Or if you're using Visual Studio Code
3330040	3332840	with a different theme on a different maybe platform,
3332840	3334240	it may not even change the color.
3334240	3336880	But for me, at least you can see that the colors change.
3336880	3341640	So as to indicate that now I'm not actually returning
3341640	3344600	the string exactly as you wrote,
3344600	3348360	except returning the parameters that are here.
3349360	3350840	So Command S.
3350840	3354680	And now you can see that the result is full bar.
3356040	3357800	Okay.
3357800	3362800	So that is the basics of functions in Dart.
3363760	3366280	Before we move on from functions,
3366280	3368360	I also wanna explain quickly that
3369800	3372880	a function doesn't necessarily have to return anything.
3372880	3376840	And that means that you may have a function here
3376840	3380560	that wants to just print some data to the screen
3380560	3382680	or to here to the debug console.
3382680	3385560	And you could just call it print my name
3386520	3390120	and parenthesis and curly brackets.
3390120	3392960	And as you can see here,
3392960	3394760	I can just write the name of the function
3394760	3398240	without any data type to be returned.
3398240	3399840	But it's a little bit of a convention
3399840	3403840	that you actually tell Dart that this is a void function.
3403840	3406320	Meaning void is a keyword,
3406320	3407840	as we talked about it earlier
3407840	3410600	in the beginning of this chapter.
3411600	3414240	Void is a keyword telling Dart
3414240	3416840	that this is a function that doesn't return anything.
3416840	3418360	And as you can see,
3418360	3420360	Dart is completely fine with this function
3420360	3421680	being completely empty.
3421680	3423080	Meaning that, well, yeah,
3423080	3425120	you said you are not returning anything.
3425120	3427280	You're probably just gonna do some stuff in here.
3427280	3429760	So I'm not gonna bother you with some errors saying that,
3429760	3431280	oh, you forgot to do something.
3432200	3434800	But as soon as you change the return value
3434800	3436920	or the return data type of your function
3436920	3438440	to, for instance, string,
3439400	3442920	then you'll get an error saying that,
3442920	3445120	oh, yeah, the body might complete normally
3445120	3447240	causing null to be returned, blah, blah.
3447240	3448640	You don't have to know exactly what that means.
3448640	3451000	But essentially what that means
3451000	3454440	is you're telling Dart that you're returning a string,
3454440	3456160	but you're not returning anything.
3456160	3461160	It's literally looking for the return keyword saying that,
3461240	3462520	oh, you missed it.
3462520	3465120	So you could silence that error
3465120	3469400	by saying return an empty string, a semi-call.
3471800	3476800	So I think this pretty much explains the basics
3476880	3481480	of functions, to be honest with you.
3482920	3484720	There's lots more to learn about functions.
3484720	3485560	And as I said,
3485560	3490080	functions can also be written using this syntax.
3490080	3493000	And this syntax is used
3493000	3495120	when your function is very simple
3495120	3498480	or in that it doesn't need to break
3498480	3502520	into different lines of code by a semi-colon.
3502520	3506400	So a function who has a very simple logic,
3506400	3510920	you can just skip writing these square brackets,
3510920	3513480	no, curly brackets, sorry.
3513480	3517360	And you can just say, you see, I will remove this,
3518360	3522480	put equal sign, greater than sign,
3522480	3525360	remove the closing curly bracket,
3525360	3528680	and then you can remove the return statement, and that's it.
3529720	3533520	That is a short hand, it's a function shorthand in Dart.
3533520	3538200	And you could use it simply to simplify kind of your code.
3538200	3539320	Some people may like it,
3539320	3542680	some people kind of may be against it,
3542680	3547440	just because it kind of splits your code
3547440	3548760	into two different styles.
3548760	3551200	Some functions are with curly brackets,
3551200	3553880	some functions are with this pointer thingy.
3553880	3558720	And kind of depends on you and your team, to be honest.
3560080	3563360	I know usually from my experience,
3563360	3566720	usually we software developers like to follow a convention.
3566720	3571720	So in one project, the developers may decide,
3572480	3574120	okay, we're just gonna go with this convention.
3574120	3579120	And since using curly brackets engulfs the ability
3580760	3585520	to have both complicated and simple return statements
3585520	3589720	in a function, it's actually preferred as a convention
3589720	3592480	than using this syntax simply because this syntax
3592480	3594280	doesn't allow you to split your code
3594280	3595800	into separate lines of code.
3595800	3598080	It has to all be in one statement.
3598080	3600160	So if that makes any sense.
