start	end	text
2825200	2830560	see a little bit better. I may have to rearrange some components here on the screen so you can see
2830560	2838560	the screen better. So I went to dartpad.dartlang.org and you can see here that there is a program
2838560	2847200	written on the left-hand side and I can actually, yeah, let this what is Dart, Dart Pad allows you,
2847200	2852480	blah, blah, text to be there so you can have context of what I'm talking about. And you can see
2852480	2858080	that the program is sitting there and you are allowed then to either change the program the
2858080	2865120	way it is or click anywhere here to see documentation down here or press the run button.
2865120	2870560	So I'm just going to press the run button and you can see that the text hello got printed to the
2870560	2876640	screen five times plus the number of times it was actually printed. It's also printed to the screen.
2876640	2884720	So hello one, two, three, four, five. So what you see on this side is the source code if you
2884720	2889360	remember from open source. So this is the source code written in the programming language called
2889360	2898400	Dart. And this is the output of that program. So Dart Pad allows you to write text here and just
2898400	2907120	execute it and see the results immediately. So that's what Dart is. I mean, sorry, Dart Pad is.
2907120	2913760	And we're going to talk about Dart and Dart Pad more in the course. But right now what we should
2913760	2924160	do is to start by installing Flutter. Because, I mean, you could say, okay, but Flutter is just the
2926640	2934160	UI framework. How about Dart? Well, the way Flutter is packaged by default is that it includes the
2934160	2939840	Dart programming language and its runtime. So the tool is required to run any Dart code.
2940800	2946400	It packages all of that in just one big chunk for you. So you don't have to go and install
2946400	2951600	different components like install Dart separately in Flutter. So let's just then improvise. And I'm
2951600	2960640	going to say in here, let's say install Flutter. Okay? Then you go to this beautiful website called
2960720	2965200	Flutter.dev. I'm going to increase the size here so you see.
2967600	2976000	So we go there now. And you will see this beautiful website here. And what we're going to do is just
2976000	2982800	to press on get started. And remember, we pressed on get started. But this website looks like this
2982800	2987840	right now. Maybe in a few months or maybe in a few years, it will change. So you'll just have
2987840	2993200	to find out a way to get to the installation part. Right now it's called get started. And I
2993200	2999840	can see it's located as docs.flutter.dev get started install. Then pick your platform here.
2999840	3004320	I'm on a Macintosh, but if you're on a Windows, just click on Windows and then you get instructions
3004320	3012080	on how to install Flutter. And then, or if you're on Linux, you can also do the same. Just get
3012080	3020560	instructions for your platform. Now I'm on a Mac and I'm going to click on Mac. And then I'm going
3020560	3025120	to look at this information here. I'm going to increase the size so it's a little bit easier to
3025120	3030720	read. And it says, okay, download the following installation bundle to get the latest stable
3030720	3039440	release of the Flutter SDK. SDK means software development kit, I believe. So it's just like
3040080	3046800	series of tools for you to use. It's just fancy words. So then we're going to do that. Let's just
3046800	3054880	get Flutter Mac. I'm going to download it. And it may take some time because it is actually quite
3054880	3062320	a chunky bit of software. As you can see, it's almost 1.2 gigabytes. So depending on your
3062320	3066880	internet connection, it could take anything between a few seconds to a few minutes.
3067520	3074640	And after you've done that, then you will have to unzip that in some folder.
3076080	3083040	So what that means is just I can see that my Mac is already decompressing this zip file
3083040	3087120	for me. So I don't have to do that myself. And it's already decompressed in this
3087120	3092880	place. So I'm just going to click on it and I'm going to show you its content. So it looks like
3092880	3102080	this. Okay. Now that you have this, what you need to do is to ensure that all these files are
3102080	3111360	placed inside a location on your computer, which is protected so that you don't accidentally
3111360	3117040	delete it. And it's also a good, like, you know exactly where it is. So by that, I mean,
3117040	3121200	don't put it on your desktop and don't put it in like documents or anything. It's not a
3121200	3129840	document. It's a software. What I like to do is usually to have a folder on a Macintosh called
3129840	3137360	Dev. So I will open Terminal here, as you can see. Terminal, if you're not familiar with it,
3137360	3145760	is an application that you can control pretty much the entire system with it. If you're on a Mac or
3145760	3150480	if you're on Linux or any Unix based system. And if you're on Windows, you can also do a lot with
3150480	3159200	your Terminal. So in Windows, that Terminal is called CMD, I believe, as in command, I believe.
3160400	3167680	On Linux and Mac, it's called Terminal. I'm using a Terminal here called iTerm.
3169680	3173520	But if you're on Vanilla Mac OS, then you would go and open Terminal
3174080	3176400	like this, which is just looking like that.
3176400	3181920	So I'm going to open iTerm right now, which is my Terminal. You can open the Terminal that
3181920	3189200	you're comfortable with. I'm going to increase the size of this. I like to place
3190640	3194880	my installations for these pieces of software in my home directory, which is denoted by this
3194880	3203040	little funny character, slash dev. And if I look at the contents of this, I can see
3203520	3209680	if I look at the contents of this, I can see I have a folder called Toolink. If I say Toolink
3210560	3213280	and look at the contents of it, I can see Flutter is right there.
3214560	3222160	So for me, Flutter installation, this folder that got downloaded for me in my downloads folder,
3223040	3230080	I would go and copy its contents and place it in this folder. So if I say CD Flutter,
3231040	3238480	and then you can see that I'm in my user, Dev folder, Toolink, Flutter. So this is where I
3238480	3243680	choose to put Flutter. Now you can choose to put this downloaded folder anywhere else, as the
3243680	3252080	documentation tells you, in the desired location, for example. So go ahead and do that. Pick a
3252080	3257600	location. For me, this location works. For you, it may be, if you're on Windows, it would probably be
3257840	3266160	C backslash, I don't know, you could say dev backslash Toolink backslash Flutter. This could
3266160	3273360	be a good location for your Toolink or Flutter. So I'm imagining now that you've done that. You've
3273360	3278480	gotten a folder, and for me, it's this one, where you've extracted your Flutter installation in.
3279120	3287120	Now you can see that it says, in this third step, you will need to expose Flutter's binary
3287120	3295200	files to your system. And what that basically means is that Flutter as an SDK or a toolkit
3295200	3303600	or a framework, it has a lot of bits and pieces of software in it. And some of these bits are
3303600	3309200	more important in that sense that they're actually executable in that. Imagine that
3310400	3315440	on your computer, whether it's a Macintosh, Windows or Linux, you can have different
3315440	3319440	documents. Some documents can be text. Some documents can be images. Some documents can
3320320	3325920	be, I don't know what else they can be. Or a Word document, for instance. Okay,
3325920	3332080	good. I came up with another example. Or they could be programs. A program is something that
3332080	3336240	you can just double click on and a piece of software gets executed and then it will open.
3336240	3343040	For instance, an example of the program is a Microsoft Word. Another example of program is
3343040	3350320	Google Chrome web browser. Another example of program is Safari. So these are programs.
3350320	3355440	And Flutter comes also with its own built-in programs that do very specific and important
3355440	3365360	things on your computer related to Flutter, of course. Sorry, I have to see my recording studio.
3365360	3372560	Nothing you had to do. It was just for me. So these important programs that are inside
3372560	3377280	the Flutter installation, which you just downloaded, need to be exposed to your entire system
3377920	3384080	so that you can work with Flutter with ease. And that means if you're, for instance,
3384080	3390000	from a design background, it will allow you to anywhere in your terminal, just write Figma
3390000	3395360	and Figma app would open. And that's the same thing with Flutter. In this folder, you see,
3395360	3401600	we're in the Flutter folder where you downloaded your installation and installed it in this folder.
3401600	3408160	There is a folder called bin, which means binary. In here, there are so many things that are important
3408160	3413920	to the entire system to run. You see Flutter and Dart. These two, I said so many, but yeah,
3413920	3421840	there's pretty much two. So these two binary executables need to be exposed to your system.
3422400	3427600	And the way to do that on a Macintosh is to change your paths as is documented here.
3428560	3438080	So the way I like to do that is I go and change my, if I do a vim and look at my zshrc,
3439200	3447440	I can see my paths and you can see it here. So you see, I've actually put that export command
3447440	3456080	as it is stated here. I put it here, you see. This may be a bit intimidating, to be honest with you.
3457600	3463600	Well, all it's doing is that you see this file that I've placed here, I don't know if I can
3463600	3468080	actually zoom into it. And if you can see, I don't know how that looked in the actual recording,
3468720	3477440	but this is sort of like a set of instructions to my terminal on this Macintosh to tell it
3477440	3483120	where different bits and pieces of binary executables are placed, such as Flutter,
3483840	3490000	Dart, Python, et cetera, et cetera. So when I install a piece of software in this way,
3490000	3493040	you see, we just downloaded a package and just put it somewhere on our computer.
3493920	3499680	Macintosh won't know about the stuff that's in it. Of course it won't. So you have to tell it
3499680	3506320	where those things are. Because otherwise, if you don't do this step, if you don't do the step three,
3506320	3511840	then every time you want to run Flutter, then you have to specify exactly where that Flutter command
3511840	3517840	is. So for me, it would be my home folder, dev tooling Flutter bin slash Flutter. But if you do
3517840	3523760	this, then you can anywhere in your terminal, just write Flutter and your Macintosh or Linux or
3524560	3532800	Windows computer will know where to find it. So do that. Put these instructions as specified here
3532800	3540720	in your path. And after doing that, you may need to reload your path using a command on Windows and
3540720	3548240	Linux called source and VSHRC for me. Depending on which shell you have, you may have to
3550000	3556080	put that instruction in somewhere else. On Windows, I believe you will have to modify your
3557760	3564240	environment variables. I remember this from many, many years ago. Let's see if you have to do that.
3564400	3571280	Update your path, you see. If you wish to run Flutter commands in regular Windows console,
3571280	3576080	take these steps, blah, blah. From the start search, end and select edit environment variables
3576080	3580960	for your account. So what you'll just have to do, really, is just to follow these steps. I mean,
3580960	3586960	I'm going through basically giving you some of the basics of these instructions so you can get
3586960	3591760	like a head start. But these instructions can also change in the future. So don't rely just on what
3591760	3599040	I'm telling you, please. Just go to the installation website here as you see docs.flutter.dev. Get
3599040	3599840	started and install.
