start	end	text
2796120	2800440	I hope that you enjoyed this chapter, chapter number four, where we talked about dart control
2800440	2807720	statements and collections, and I'll see you in the next chapter. Hello everyone, and welcome to
2807720	2814040	chapter number five of this Flutter course. In this chapter, we're going to talk about null safety.
2814840	2818200	In the previous chapter, chapter number four, we talked about
2819080	2826680	dart control statements and collections. And before we go on to talk about enumerations
2826680	2832360	and objects and classes, I feel it is very important to talk about null safety, which is
2832360	2842120	a concept that is available in most modern languages such as Rust and Swift. So it is
2842120	2847480	important to get this out of the way before we continue. Maybe not even get it out of the way,
2847480	2853800	but actually learn what it means and try to utilize it so that we can write better code.
2853800	2864920	So I thought to just bring up the concept of null values and why they're important to handle. Well,
2866680	2870920	you've seen so far that we have data types. A data type can be, for instance, a string,
2870920	2879240	can be an integer, and then you can put values in them. However, in programming languages,
2879240	2886920	you are also allowed to have the concept of the absence of a value. So on one hand, you have
2886920	2892440	values. So you, for instance, have a string value equal to foo bar or your name or whatever it is.
2893240	2897400	And then on the other hand, you can have the absence of that value. So you can see that,
2898200	2903640	okay, I have a container, I have a variable that can contain the values of type string,
2903640	2910760	or I have a variable that can contain any object. However, at the moment, I don't have that value.
2910760	2918440	So you will just tell Dart that this variable that I have right now can either contain a valid
2918520	2927720	value of type object or of type string or integer, or it can sometimes also during its lifetime
2928920	2936440	contain nothing. And this nothingness is the concept that is known as null.
2938360	2946360	So it's null in Dart is a keyword. It means that it's a word that you can just write in your
2946360	2951720	text editor as you're writing your code. And you say that a variable's value is equal to null.
2952600	2957080	And this tells Dart that, well, okay, this variable at the moment doesn't contain any values.
2957080	2964760	So null is not really a value, but it's actually the absence of a value. You should think of it
2964760	2973800	that way. So let's have a look at this. There's a little bit of a documentation here.
2977160	2981720	On Dart's website, Dart dev null safety. So I'm just going to click on it. You're not going to
2981720	2989320	see my screen at the moment. I'm just bringing it up in a browser, a browser window. I'm going to
2989320	2996920	bring it on the screen and increase the size a little bit and also change the sizing on the
2997240	3001720	the window as well. So you can see the contents in its entirety.
3003640	3010280	So as you can see in Dart, it's called sound null safety. And there's documentation about
3010280	3019400	what this actually means. We're going to look at what null safety actually means in Dart. And
3019400	3023560	I'm going to give you a lot of examples of what that actually practically means. And there's
3023560	3030760	documentation here in Dart's website simply because Dart, in its older versions, not in its
3030760	3036680	current versions, in its older versions, it didn't support null safety. So there was a lot of code
3036680	3044120	written manually by programmers in order to, for instance, check whether a value is absent in a
3044120	3050680	variable. And then there is, as you can see here, it says migrating an existing package or app. So
3050680	3055720	there is documentation written by the Dart team in order to help developers understand how they
3055720	3062600	can move their old code to the new code that supports null safety. However, if you're following
3062600	3070040	along with this course, it's like you're basically just following chronologically from chapter one
3070040	3073240	to all the other chapters. I don't know how many chapters we're going to have, but if you're
3073240	3076840	following along with this course, you don't have to think about migrating because the code that
3076840	3080840	we're writing in this entire course is going to be null safe, meaning that we're going to take
3080840	3087240	advantage of Dart's null safety operators and meaning that we are not going to manually check
3087240	3092200	for values being null and then doing some branches of code, whether they're null or not.
3093560	3097080	So what I mean is that if you read the documentation for sound null safety,
3097080	3100280	you don't have to worry about the migration parts. Just read the rest. Okay.
3100280	3107240	So with that out the way, I'm just going to make sure that I tick that in my notes here. That's why
3107240	3113560	I'm looking in this direction because I have all my notes here. Let's close this window and bring
3113560	3120440	up our Visual Studio Code window that we had from earlier. I'm going to put it here, and I'm just
3120440	3127400	going to ensure that it is of the correct height as well. So you're going to see the window in it
3127400	3131720	height as well. So you're going to see the window in its entirety. Okay.
3133560	3139560	So now that we talked about what null values are and that there are the absence of a value,
3139560	3146840	let's have a look at making any type nullable. And if you follow along with the course up to
3146840	3150440	this point, you should have some sort of a simulator or an emulator running, and then you
3150440	3155880	should have done command shift P or control shift P depending on your operating system,
3155880	3163880	command shift P in Mac and control shift P in Linux and Windows in order to bring up this menu.
3163880	3167560	And then you can just type Flutter, select device, and then you just select the device that you want
3167560	3171480	to run the code on. So I'm kind of assuming that you've already done that and that your code is
3171480	3175960	running. And this is something that we talked about in earlier chapters. So we're not going
3175960	3183080	to go through that again. So I have an iPhone simulator, which you cannot see on the screen,
3183080	3187800	but I have it running in a separate screen just because we don't have enough real estate. I can
3187800	3191800	bring it up to this window, but it will just take a lot of space. So I'm going to bring it up to
3191800	3197320	another monitor so you don't see it. So this code at the moment is running live. So if I press command
3197320	3206200	S, then it's going to run and just print the output for us. Okay. Now let's talk about making
3206200	3215560	any type nullable. And there is a way to do that. Let's have a look here. We talked about that null
3215560	3220360	is a keyword, and that's why you can see it is highlighted here in a different color.
3220920	3228680	So if you, for instance, say final name is foo, as you can see, it says, okay, I accept this as
3228680	3235000	name is foo. But you can't just say name like it's a null because then it doesn't understand. Is it
3235000	3241240	an object? Is it a string? Is it an integer? And if you type here name, then you see it's just
3241240	3247400	dynamic. It doesn't understand the type. And we'll talk about dynamic a little bit later.
3248120	3253960	But what you can do is to actually specify that, okay, I want a string data type that
3254520	3260680	it can contain normal names or strings as we call it, like series of characters, or it can sometimes
3260680	3266600	be null. And in that case, you have to actually specify the data type as not just string,
3267320	3272680	not just this, because you'll see, you'll get an error. And we'll actually get a suggestion. It
3272680	3277480	says, try changing the type of the variable or casting the right-hand type to string.
3278360	3283160	But we're not going to do that. That wasn't such a, it wasn't such a useful suggestion because
3283160	3288760	what you want here is to actually make Dart understand that this variable right here,
3288760	3295000	or this constant right here can sometimes contain the value of null. And the way to do that is you
3295800	3303160	put the suffix after your data type as a question mark. So this is the syntax,
3303160	3307320	which is actually using some other languages as well. It's used in Swift as well.
3308600	3315080	So this tells Dart that, well, here, if we make it actually a variable, as you can see, or sorry,
3316040	3322840	like this. So you say, I have a variable. It's a string, but sometimes it may,
3322840	3329960	the string value may be absent. And then you'll just say, okay, now name is foo.
3330840	3336680	And you can say now name is null. So this is kind of like resetting out names. So if I just say,
3336680	3343400	okay, print name. And then after foo, I say print name. Okay. So let's just
3344040	3348120	clear the console and just run this application. You can see the first time it says it's null.
3348920	3356200	And then the second time around it says it is foo. So this is how you tell Dart that you
3356200	3362440	want to have nullable data type. And you can do this with pretty much all data types. So you can
3362440	3369640	just say, okay, I have an integer of age, and that's 20. But you can see you cannot now assign
3369640	3374040	the value of null to integer because it's not nullable. But as soon as you make it nullable,
3374040	3383800	then that is accepted. And of course, you can do different operations using, for instance,
3383800	3387480	in the previous chapter, I believe, we talked about control statements if and else.
3388120	3395320	So you can say, for instance, if age is 20, and then you can execute some code,
3395320	3402360	or you can say if age is null, execute some code. So they work as you would expect. So
3402360	3410600	there is no difference really. And I mean, if you think about that nullability is just like a
3411880	3416760	suffix to a data type, you can also say, okay, pretty much any data type can be nullable. And
3416760	3424520	that's great. Like, for instance, if you have a list of string of names, you can say, okay,
3424520	3431640	I have foo and bar here. This is a list of strings. I talked about lists in chapter four.
3432600	3438680	Now, you can see here that list of strings, there are two data types here, the list itself,
3438680	3445720	and the contents that it holds. So if you want to make the list in itself nullable, then you would
3445720	3453320	put the question mark after. This means this list of strings in itself can be absent. So you say
3453320	3461000	names null, and that's accepted. However, since you're telling Dart that, okay, the names value
3461000	3467320	here can in its entirety be null, but its values are not supposed to be null. So if you then go
3467320	3473080	in here and just put null in here, then you see that you got an error. And that's because Dart
3473080	3478680	is saying that, okay, you just promised me that the list in itself, it can be absent, but as soon
3478680	3486040	as it is not absent, meaning that as soon as it is present there with some values, its values cannot
3486040	3493320	be null. And that means that this type should be telling me here that it is null. So if you want to
3493320	3501880	make an optional or nullable list of optional strings, then you would put the question mark
3501880	3507800	after the data type of string as well. So this is now, I mean, the way you should read this is,
3508920	3519800	I have a list of strings, and I call that list names. Names can sometimes be null, meaning that
3519800	3531480	it can be absent. And if it is not absent, it can contain objects of type string that themselves
3531480	3538760	can sometimes be absent, meaning that, okay, for instance, if you say foo bar null, that's accepted,
3538760	3546360	but you can also say names is null. See what I mean? So both the container, which is called names,
3546360	3551880	and the values that it contains can be optional. And the word optional is very important for you
3551880	3557560	to learn. It's kind of like an industry accepted way of talking about nulls and nullable values.
3557560	3566520	So this is optional, all right? Okay. Now we talked about that,
3567960	3573560	nullable values and optional values, all right? Basically, you can use those words interchangeably.
3573560	3580040	So if you're talking with a colleague programmer, you would say, oh, how would you describe this?
3580040	3585160	Okay, this is an optional list of optional strings. Or you could also say nullable list
3585160	3590200	of nullable strings. But optional is also a word that is typically used to
3590200	3598520	talk about nullable values, all right? Okay. We talked about making any type nullable. So
